A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,wetland_label
-1476,-1663,-1537,384,-482,-2141,354,482,1476,-482,-711,753,-842,553,-1190,753,-1034,669,797,120,-199,-199,-138,1929,-199,-325,1301,-1600,517,1034,-1663,1301,-448,-482,-354,2288,-669,222,-1860,482,1727,1537,-1358,246,1476,-1085,-15,-1301,2519,-1417,-3368,888,177,-2679,1998,-1860,-888,22,-888,1034,1358,-415,-88,-1600,8
-1190,-1190,-1137,-1663,984,-888,888,591,-797,-103,1358,-325,-984,-271,-1929,415,-1929,325,-669,1663,-1245,-1245,15,1245,1793,1085,384,-1929,2214,88,-2679,-354,1860,1034,157,2441,-1301,-1034,-797,-177,-120,482,482,-138,-517,-384,2441,-5,3100,-1600,-1245,711,1663,-384,1137,-246,9,-1860,-797,-842,-629,-2288,591,-246,8
-1537,-1301,-1600,-797,297,-2288,1476,1476,-669,-138,797,-1537,-888,271,-3014,1358,-1663,-517,711,629,-629,-984,-984,842,1417,482,984,-2069,1358,-448,-1929,629,-448,753,-1085,2599,-482,177,-1793,-482,1137,1245,-1417,591,448,-935,1085,-415,2519,-2679,-2214,984,1245,-888,1085,1137,553,-753,-669,591,-74,-711,-246,842,8
591,-797,-199,984,177,2441,1727,1417,1537,1245,0,-1301,-1663,-157,-49,591,-2519,553,-1476,-384,325,-354,297,1537,842,-354,-120,517,2844,482,1358,-61,415,-1245,-2519,753,-297,629,-629,1998,3368,-2141,271,-1663,1301,842,103,-1476,354,448,-2069,1245,-591,-935,-797,-2141,9,-669,-246,-325,1034,-177,1929,-935,8
-1358,-1600,-553,-88,482,-1137,984,297,448,-354,325,591,-888,-9,-753,1793,-1537,1190,1860,177,-842,-1034,-271,1727,1085,103,1663,-1663,1476,-842,-1537,1245,271,888,-1358,3368,-888,-448,-1301,753,2141,1476,-1998,222,1860,-2288,-199,-88,2441,-1190,-2679,61,177,-1860,1860,-711,-888,-9,-711,711,984,-448,-246,-39,8
-1600,-1727,-1476,-157,297,-1137,935,88,-325,-384,1417,-222,-711,-354,-1600,1245,-1663,888,888,753,-888,-1034,-1190,1860,888,591,1190,-2214,1476,629,-2288,842,-39,753,-415,3368,-842,-553,-1998,-103,888,1537,-984,482,935,-984,103,-591,2441,-1860,-3368,517,842,-1600,1860,-669,415,-591,-246,222,935,-935,517,-888,8
-1537,-415,-1663,-797,-842,-2761,-103,482,1417,-629,-1137,448,-842,177,-1793,157,-842,222,1137,-49,-222,629,-517,1301,-711,297,1190,-1998,-177,629,-984,1663,-325,-591,-629,1727,448,1929,-1137,138,2441,1793,-1860,-415,2069,-935,246,-1301,2679,-1663,-2599,711,842,-2364,1476,-1137,-797,39,-1417,1417,1537,-61,-138,-246,8
-888,-1793,-482,-1085,1929,222,1663,-88,-935,138,49,-1190,-1929,222,-1860,2288,-1245,297,591,888,-842,-325,-199,1417,1998,-88,591,-1190,1860,-1358,-1600,297,553,517,-2441,2679,-1929,-448,-1245,591,1727,-103,-415,-199,1085,-2141,888,199,1860,-2288,-1301,-753,1793,-753,669,138,-1476,-1245,-1245,1358,-9,-1190,-222,1301,8
-1245,-1476,-2141,-1600,753,-1301,842,1085,-246,384,-629,15,-2288,517,-2844,2441,-984,-246,1034,888,517,-842,-517,-199,669,482,1137,-2069,2441,-1190,-669,984,-49,-482,-1085,2761,-120,-246,-1301,1034,842,1137,-2761,797,1358,-1245,1085,-517,1998,-2441,-222,-935,553,-1301,629,888,-482,-1085,-711,1034,-415,-39,-49,1137,8
-1998,-2141,-1600,-177,15,-1727,354,384,-15,-553,2844,-222,-246,-246,-1929,-30,-1190,-354,-1085,222,-1085,-1663,-1476,2288,753,797,1476,-1793,842,1085,-3188,9,935,842,-384,1663,-984,-384,-222,74,-629,-384,591,-325,-1085,-297,984,517,2288,-2519,-2441,1137,1190,-553,1358,-935,199,-1190,-325,-1085,-120,-1929,888,1034,8
-1860,-1929,-1034,-120,753,-797,1085,222,415,-517,177,517,-1034,448,-842,1998,-1663,1358,1727,157,-448,-1034,-88,1929,1190,-384,1476,-1476,1727,-669,-1301,591,797,669,-1417,2928,-1417,-415,-1245,842,1793,1034,-1600,271,1301,-2519,-30,222,2599,-1476,-2599,271,177,-1998,1860,-553,-1245,-415,-553,797,753,-629,-88,-482,8
-935,-1929,-1190,-1793,1600,711,482,-1085,-61,-517,1137,-591,-1245,354,-2214,1537,-1600,591,1190,797,-1417,-157,-384,1137,669,325,1085,-1190,2141,-935,-1358,711,1137,297,-2288,2519,-2141,-935,74,1929,1358,415,384,-591,591,-2214,1245,415,1929,-3100,-1085,-842,1245,-1663,1034,271,-711,-1137,-753,415,1085,-517,669,354,8
-1663,-1929,-138,-984,2141,325,1663,629,9,-120,88,-1417,-1137,157,-1537,1860,-1727,629,103,1245,-553,-448,-49,1417,2214,354,-753,-2214,2214,157,-1663,-22,-199,1137,-2928,1727,-2141,-629,-1085,888,2214,482,482,-49,74,-1998,1137,30,1663,-2519,-1417,1137,984,-1034,842,-246,-553,-842,-1190,553,138,-1245,39,-246,8
-1085,-1727,-1476,-2069,482,-888,-30,1137,-1085,629,-15,-199,-1727,888,-2844,1793,-1727,-271,1476,-199,-1245,-1137,-1417,1727,246,-120,711,-2679,1727,-1301,-1929,984,797,935,-1998,2844,-325,222,-1245,384,384,1301,-1793,271,354,-1358,1034,-354,1476,-2214,-711,177,591,-1190,711,138,325,-1793,-482,39,-103,-797,74,1417,8
-1537,-325,-2141,-157,-517,-2288,935,-49,1929,-74,-384,1663,-753,1034,-1301,482,-297,591,297,-1245,-1301,-711,-553,2844,354,-384,1998,-354,-61,-753,-984,935,1860,-1137,1137,1929,-1476,-199,-448,271,888,553,-1085,-1301,88,-1663,888,-482,2364,-1663,-2928,297,246,-1793,2679,-1929,-753,-984,-1245,-753,553,-1137,669,448,8
-1860,-1929,-984,-384,553,325,1137,797,297,-103,1358,-1190,-2288,797,-1727,517,-2519,415,415,88,-1929,-1600,-711,2141,1358,553,-138,-1663,1929,138,-1600,629,103,1190,-1663,1860,-984,-711,-1190,1085,1301,88,-669,-753,384,-2069,49,-797,1860,415,-2844,1137,482,-1358,1417,-1417,-1085,-1476,669,-88,753,-2069,325,74,8
-1537,-482,-1929,-797,-448,-2141,753,-120,1663,-88,-448,1301,-935,984,-1727,591,-711,1476,753,-1301,-1929,-157,-553,2844,246,-888,1727,-2,138,-1034,-553,157,1417,-753,935,1860,-1476,-49,-297,753,553,669,-888,-1137,-103,-1301,271,-842,2679,-1537,-2761,984,325,-2288,2364,-2441,-384,-1034,-1245,-591,354,-1358,271,-157,8
-1793,-1663,-1358,-482,629,-1476,984,177,-297,-415,1358,-591,-984,-74,-2214,1137,-1600,448,1034,629,-1137,-1085,-797,1860,1358,-103,888,-1929,1358,-271,-2141,842,517,1600,-1417,2844,-1476,-177,-629,22,1663,1245,-935,177,591,-2441,935,-157,2679,-2069,-2441,448,1301,-1358,1301,-384,-797,-1085,-415,30,517,-1085,30,88,8
-1929,-2141,-1245,-222,1034,-157,935,-482,517,-1190,1417,-157,-325,222,-1190,2288,-1358,629,1301,-157,-384,-984,-1085,1537,935,-629,1417,-1998,1537,74,-591,842,-199,711,-1245,2761,-1998,-354,-1417,984,1476,984,-325,797,753,-1537,-157,-88,1998,-2761,-3553,-103,517,-1727,1860,-271,-842,-1085,-120,753,888,-448,669,-354,8
-1476,-354,-1301,-1085,177,-1727,2069,-753,74,-553,1476,1034,-1537,984,-2141,-39,-842,1137,448,-271,-1476,138,-629,2069,1245,222,2364,120,415,-1417,-1137,138,1301,591,15,1476,-1860,199,120,-49,-30,325,-354,-1663,-591,-753,1190,384,3936,-1727,-1860,669,753,-1663,2519,-1537,-629,-1476,-888,-1417,-103,-1600,246,591,8
-2069,-1860,-1476,-482,-482,-1476,177,39,753,-246,842,-297,-1301,-177,-1929,354,-1929,384,199,-297,-1245,-138,-1476,3188,88,629,1537,-1860,1417,-325,-1929,448,553,103,-753,2928,-297,1085,-842,39,103,325,-984,-138,984,-669,384,-103,2679,-1860,-3278,1245,1245,-1301,1727,-1358,138,-591,-1034,138,629,-1476,753,5,8
-1600,-1663,-1358,-984,-448,-2441,297,-553,1034,-797,222,591,-1034,297,-1727,354,-984,797,1793,384,-935,-271,-711,2069,-246,-157,1727,-1417,842,-199,-1301,1301,753,753,-629,2679,-1085,222,-753,415,1727,1663,-1245,74,984,-2214,297,-669,2288,-1860,-3100,354,591,-2441,2069,-1245,-1137,-669,-888,354,1190,-297,222,-354,8
-1663,384,-1663,-2288,-711,-2519,74,1417,1998,-553,553,354,-553,-271,-482,-2288,1085,-482,222,49,553,325,-553,-591,-30,2844,-5,-3100,-888,199,-415,-482,1793,-2288,517,1190,984,2364,-354,448,1301,629,-1358,-297,448,629,1727,-935,1793,-1245,-2141,1663,2844,591,157,842,-482,246,-517,157,246,1085,74,517,8
-1793,-935,-3100,669,-157,-3014,629,1600,1301,297,1417,-669,-482,448,-1085,-711,-1245,354,517,448,482,-88,-888,1727,1085,1860,1417,-1137,384,1085,-1301,888,1600,271,1727,415,-2364,384,-842,-1600,-325,103,482,-629,-669,-448,629,-1034,2599,-1663,-3188,415,1245,-553,2364,517,842,103,-888,-797,935,-797,448,-177,8
-753,103,-1537,-2214,-384,-1793,297,1034,1998,-297,120,888,-1537,-222,517,-753,1301,-1190,553,354,984,711,-354,-753,-103,1727,354,-4340,-797,711,-935,177,2069,-2599,-517,1358,984,1417,-553,120,1600,1929,-2288,-448,1137,-177,2069,-797,1727,-1663,-935,591,1727,-49,-103,-30,-935,61,-74,1476,354,1417,-517,-138,8
-1476,-1358,-1600,138,120,-1600,448,384,1476,-415,-753,888,-517,325,-448,1476,-935,199,1190,-88,-271,-842,-120,1537,-120,-517,1417,-2364,384,517,-1476,1476,-222,61,-669,2214,-517,753,-1860,1137,2761,1727,-1860,888,2069,-1600,-354,-1245,1929,-1727,-3188,553,-49,-2069,1929,-1358,-1034,199,-1085,1085,888,61,-138,-669,8
-1476,-935,-1476,-797,271,-2679,842,797,-482,5,1137,-888,-797,15,-2364,415,-1929,384,517,629,-1190,-384,-1085,1600,1137,984,711,-2141,1537,15,-2441,297,669,797,-415,2761,-1034,297,-1417,-1034,753,1793,-1137,-384,-553,-753,1034,-591,3014,-1929,-2599,1085,1860,-669,1190,629,669,-591,-1034,88,384,-1537,-325,103,8
-1476,-2679,-448,-711,711,-669,629,553,325,1034,1727,-553,199,22,-753,325,-984,-591,-1358,-88,-1245,-448,-1476,1663,-1417,-591,-15,-120,1537,-138,-1929,-842,177,-384,-1301,984,-1663,-1301,-797,3460,-1537,-88,1727,-1034,-2288,1034,-482,384,222,-2844,-1663,1476,1190,-888,-74,-1190,-669,246,415,-482,-271,-3553,448,1034,8
-1860,-2214,-1085,138,384,-1190,448,-415,1137,-517,629,415,-1085,-177,-797,1727,-1476,1137,984,-199,-753,-629,-1085,2364,384,246,1860,-1998,1476,-482,-1476,1034,-157,199,-1085,3188,-1085,-246,-888,935,1417,1085,-1417,448,1301,-1793,-157,61,2069,-1793,-3188,157,177,-1600,1998,-1600,-1034,-177,-753,984,984,-669,415,-325,8
-1793,-74,-1793,-591,-842,-1860,-354,1137,1727,-325,-842,415,-297,415,-1137,-711,-553,-157,271,88,138,753,-753,1034,-711,1085,1190,-2214,-61,1137,-1034,1860,-842,-1417,-354,1417,448,1860,-842,271,2441,1358,-1137,-591,2069,-246,1137,-1663,2844,-2069,-2844,1929,935,-1860,1600,-1476,-222,177,-1085,629,1476,-138,157,-984,8
-1537,-2141,-711,-384,1537,591,1929,-246,482,-384,297,-797,-1727,935,-325,1998,-1600,711,1245,629,-629,-1727,271,1727,1537,120,482,-2141,2214,-553,-1600,-246,669,711,-1860,2141,-1998,-935,-1417,1301,1417,984,-669,-30,-448,-2441,-246,61,1727,-888,-2441,246,177,-1137,2364,-753,-1301,-797,-415,-49,935,-888,-49,-1137,8
-120,415,-448,-2364,888,-797,2288,-753,-325,-1476,2069,1137,-2288,984,-1537,482,-1537,1137,-157,297,-1476,935,-74,984,629,629,1034,246,1727,-2288,-1417,-354,1600,1301,-711,1417,-1998,297,-49,61,-711,448,591,-1860,-984,-199,1417,1034,3553,-1537,-246,138,1417,-354,1085,-103,-415,-1600,-1034,-1860,-553,-1663,591,1190,8
-1417,-1537,-1034,-271,842,-354,1727,-120,-199,-297,415,138,-1245,103,-1137,2069,-1476,591,1600,177,-325,-1476,-384,1663,1929,-271,1245,-1085,1793,-888,-1085,935,669,1190,-1663,2761,-1417,-517,-1727,888,1727,1085,-1358,517,1537,-2441,-74,-30,2364,-1727,-2519,-448,629,-2069,1600,-629,-1085,-797,-888,842,669,-797,-103,177,8
-1860,-1301,-1663,-553,15,-2069,984,517,-138,-517,1358,-88,-517,-157,-2599,517,-1998,553,297,49,-1663,-935,-1034,1929,1190,-177,935,-1190,1245,-49,-1793,1085,138,1034,-384,2599,-1358,120,-1190,-384,1301,1537,-842,-88,797,-888,935,-1034,3014,-2288,-2928,1245,888,-1929,1600,-61,325,-935,-482,138,138,-1537,246,-49,8
-1600,-1998,-1137,-88,629,-1085,1476,103,984,-1301,415,39,-1663,-222,-482,1600,-1245,842,1358,271,-354,-888,-415,1537,1034,271,1929,-2214,1301,74,-1085,797,-415,711,-669,2519,-1245,39,-1793,591,1600,984,-1663,753,1929,-1727,-669,-5,2214,-1301,-3553,271,-384,-1663,2214,-1358,-297,-297,-591,1085,1034,-448,-888,-138,8
-1245,-1476,-1358,325,-61,-1929,553,120,1537,-797,-591,888,-1034,246,-629,1358,-415,-39,1137,-88,39,-888,-553,1537,-61,-39,1476,-2441,88,629,-1358,1301,-753,-222,-246,2141,-448,517,-1998,1034,2288,1793,-1600,888,2288,-1537,-15,-935,2141,-1417,-3460,384,-553,-1663,2214,-1358,-753,246,-1137,1417,984,-30,-629,-517,8
-2288,-2288,-629,5,354,-797,842,39,1190,120,-157,103,-935,0,-669,2441,-1137,984,1663,39,-842,-1085,-222,1600,1245,-1190,1727,-1727,448,-711,-1137,384,49,591,-1727,2214,-1537,-199,-1137,1793,1793,888,-2214,935,1245,-2679,-157,-384,1929,-1727,-2288,-222,-61,-1600,1727,-1600,-1301,-271,-669,1137,482,-246,-415,-22,8
-1793,-2364,-1190,-448,-354,-1137,222,138,1301,-797,1034,-138,-1537,-120,-984,1137,-1537,482,935,-177,-1085,-753,-888,2069,61,157,1929,-2141,1537,222,-1600,1034,-177,415,-1245,3460,-753,-222,-842,1137,984,1301,-1476,384,984,-1793,-415,-61,1793,-1793,-3100,517,103,-1663,1727,-1537,-842,-297,-325,1034,1417,-888,384,39,8
-1860,-2214,-1034,-22,629,-888,482,177,591,-842,222,448,-1137,15,-842,1727,-1600,1245,1860,49,-591,-1137,-482,1600,669,448,1998,-1998,797,-354,-1358,1034,-448,629,-517,2928,-629,-177,-1358,1085,1793,1190,-1476,415,2141,-1727,-246,-49,2599,-1537,-2761,448,-354,-1860,2441,-1085,-517,-5,-553,753,1301,-177,-448,-669,8
-1537,-1301,-1085,-199,177,-1358,935,-88,-22,9,553,-711,-1190,-246,-1860,1190,-1301,753,1137,553,-797,-517,-797,2214,1476,-199,1034,-2441,1358,-384,-2214,935,553,246,-1793,2844,-1476,-49,-1137,-482,1663,1245,-1727,-157,629,-2069,842,-482,3100,-1929,-2288,415,1417,-935,1358,-669,-935,-711,-842,669,935,-984,-177,-325,8
-797,-1085,-2141,-1998,984,-157,984,-199,271,-591,-61,-138,-2141,246,-2364,1537,-1137,629,1301,1190,-199,-711,-246,246,297,-138,1034,-1600,2441,-271,354,1929,88,103,-2214,2599,-797,591,-1137,1190,1301,888,-1727,271,2141,-1301,591,-1417,1998,-3014,-1727,-482,711,-2214,984,-325,-842,-669,297,984,984,-591,-157,-199,8
-2141,-797,-1137,-629,-2,-1860,1727,-177,1727,-74,1190,1860,-1190,1190,-1793,325,-842,1301,517,-669,-842,517,-669,2069,935,-1190,1929,222,1034,-1034,-415,-157,1190,-120,199,2069,-1600,-30,448,711,-753,-553,-553,-1245,-271,-1358,1085,384,3742,-1301,-1998,935,88,-1663,2364,-1358,-797,-1663,-984,-1537,-669,-1358,157,711,8
-1358,-1085,-1417,-1417,711,-1358,1034,1034,-935,199,49,-888,-1537,517,-2844,1727,-1793,15,1301,271,-553,-1245,-629,1137,1476,157,888,-2288,1727,-797,-1417,842,384,448,-1417,3014,-553,120,-1860,629,984,984,-1929,384,669,-1301,1034,-177,2599,-2519,-1600,482,1245,-1358,1137,354,-103,-1358,-591,797,-103,-669,-120,888,8
-1600,-1929,-797,-199,669,-1190,591,354,553,-553,138,797,-482,120,-415,2519,-1417,984,1998,-177,-935,-1417,-448,1358,842,-482,1860,-1998,1085,-271,-1476,797,-120,1034,-935,3368,-888,-325,-1301,1301,2069,1998,-1727,591,1600,-1929,-482,-22,1793,-1663,-2761,103,-354,-1727,1793,-888,-797,-138,-222,553,1137,-297,-74,-354,8
-1476,-1929,-553,177,482,415,1358,384,591,-888,1034,-984,-1793,222,-753,1727,-1137,30,448,49,-1245,-1793,-354,2519,1727,297,629,-1663,1998,246,-1929,-177,297,888,-2214,2069,-1600,-669,-1860,1137,1358,415,-1137,-297,669,-1793,-591,-482,1727,-297,-3460,553,9,-1034,1793,-1537,-935,-935,415,591,1137,-1600,482,-415,8
-1085,-1476,-1537,-888,1085,-517,1358,-120,-517,74,-61,-629,-1190,384,-1929,1929,-984,246,1190,1085,-888,-984,-415,1085,1476,-669,935,-2679,1727,-448,-1727,711,888,103,-1600,2928,-1663,-669,-1245,517,1301,1537,-1793,669,711,-2288,1034,199,2141,-2844,-1417,-711,984,-842,1417,177,-1245,-1245,-1034,842,39,-888,157,553,8
-1417,-1663,-1085,-138,415,-711,797,354,354,-222,-120,384,-1137,61,-553,1929,-1417,1034,1663,-177,-753,-935,-415,1600,842,-297,1663,-1998,1085,-553,-1358,1358,-157,354,-1301,3100,-797,-177,-1537,1034,2364,1600,-2288,669,2288,-1727,-325,-482,2141,-1190,-2679,157,-222,-1860,1860,-935,-1137,138,-482,1301,1085,-553,-88,-246,8
-1537,-1537,-1301,-517,629,-797,984,-74,-177,-482,482,-448,-1358,157,-1537,1537,-1860,711,1476,222,-482,-1245,-448,1663,1085,448,1476,-1998,1600,-384,-1537,1137,384,629,-1929,3014,-935,271,-1600,448,1793,984,-1537,354,1358,-1793,271,-61,2761,-1998,-2519,22,1085,-2141,1600,-482,-753,-669,-669,669,1301,-669,-61,-246,8
-517,-1190,-1245,-2288,2364,482,888,797,-1137,415,-1034,-1417,-2364,-415,-1860,935,-669,-177,271,1998,-935,74,325,448,935,325,157,-2679,2364,-553,-1860,-448,1190,-517,-1600,2761,-591,-384,-1137,553,935,1190,-711,-935,49,-103,2679,88,1860,-1793,797,103,629,325,1190,-88,-1476,-1417,-1537,888,-61,-2364,74,-120,8
-1476,199,-1537,-2364,-842,-2069,-325,1358,1537,-591,-15,591,-1417,103,-753,-1301,222,-553,1034,-415,415,1190,-1137,-448,-246,2214,199,-3553,-553,-88,-669,-74,384,-2364,-297,2141,935,1301,-669,157,1727,1476,-1793,-103,1301,482,1860,-753,2214,-1929,-1929,1358,2441,-669,-103,74,-138,711,-935,1137,553,669,-354,49,8
222,-1537,-1085,-2928,2441,1600,354,753,-1537,753,-415,-1793,-1998,-711,-1929,74,-1085,984,-157,1793,-1663,669,-935,517,-271,199,61,-2519,1476,-325,-669,-935,1793,-325,-2441,3188,-517,-177,-669,711,120,-325,415,-384,222,354,842,-157,629,-2441,629,-30,1417,-384,120,-415,-271,-138,-1727,1476,-629,-2441,-1245,88,8
-2141,-888,-842,-1190,753,-1190,553,629,669,-246,271,2364,-517,1998,-842,354,-1998,1600,1085,-177,-482,-517,-415,1537,354,-88,2214,-935,1663,-935,-629,-384,797,711,74,3100,-842,325,-88,935,246,297,-753,-629,629,-1245,553,553,3014,-1793,-2214,1998,-88,-1860,2519,-482,-448,-711,-1245,-2599,-415,-553,-199,157,8
-1085,-1600,-842,-1476,842,-1476,1358,1085,-711,-448,199,-517,-1137,553,-1727,1476,-1600,415,1537,888,-553,-1358,-297,753,1034,-30,1034,-2679,1727,-984,-1727,553,74,984,-1190,3460,-1085,-297,-2069,222,1190,1860,-2069,415,482,-1929,1085,297,2141,-2214,-1085,354,22,-1537,1358,591,61,-1190,-1245,553,177,-797,-888,669,8
-1190,-2519,-1793,-1929,61,-1537,-157,1137,-88,354,1085,-591,842,-553,-1476,246,-1600,-448,30,-297,-669,-415,-2214,1245,-1537,-842,1085,-1600,2214,74,-1793,246,-384,222,-1085,2761,-517,-711,-935,1929,-842,415,120,61,-1301,1727,384,-157,354,-4035,-984,711,103,-1793,-354,-297,553,22,-797,-448,-325,-2069,1417,1663,8
-482,-1537,-415,-711,1358,-1600,1137,753,-482,138,-1417,-297,-1929,935,-1245,2441,222,-482,1476,384,-297,-591,30,797,797,-1537,-935,-3460,1417,-448,-2679,-61,-138,177,-517,2519,-246,354,-2441,1085,1663,3460,-1929,246,-591,-753,842,-1417,1034,-517,-711,88,177,1537,1245,797,-1600,-711,-591,669,629,-415,-629,-49,8
-1245,-1929,-1663,-1190,1929,-271,1245,753,-448,177,-482,-842,-1358,222,-1600,2141,-1034,246,1417,1190,-1137,-669,-15,1034,1537,-669,-199,-2844,1860,-1476,-1358,246,448,0,-2069,3100,-1663,-629,-591,669,1417,1417,-1190,591,517,-2288,1245,669,1137,-2364,-157,-482,384,-222,984,297,-1190,-1190,-1537,1417,-448,-669,-199,935,8
-1358,-1358,-1137,-1301,-177,-2599,1085,-935,-935,1663,553,120,-448,88,-1929,-1476,1417,1860,-591,-103,384,-88,-984,1727,-517,553,669,-103,-384,629,-629,-120,1998,-1085,711,-935,-1537,1417,-39,553,-138,-888,-1034,-1190,-1034,354,22,-384,2141,-1476,-2761,2519,517,-1190,2519,-3188,-669,157,797,-591,591,-2288,-325,103,8
-1663,-1793,-1417,-61,384,-842,753,517,629,-482,448,797,-797,222,-553,1929,-1301,1137,1929,-222,-935,-1137,-297,1793,1034,-482,1600,-1727,1137,-22,-1476,1137,-138,553,-669,3014,-1301,-271,-1537,1034,1793,1600,-1663,415,1860,-1793,-415,-177,2441,-1137,-3014,199,-384,-2069,2141,-935,-1034,-448,-415,753,984,-517,120,-517,8
-797,-1301,-1137,-1476,1358,415,1245,-797,-591,-5,711,-1137,-1600,-88,-2364,2141,-1190,325,384,984,-1245,-157,-753,1663,1476,415,797,-1600,2069,-888,-1663,1190,888,39,-2364,2441,-1998,-629,-753,482,1793,448,-517,-177,797,-1929,1245,39,2364,-2761,-1358,-711,1929,-797,629,-74,-935,-1358,-448,984,482,-629,553,711,8
-1537,-1245,-1301,-753,384,-1245,1358,984,-553,-138,49,-325,-984,222,-2288,1600,-1301,-177,1476,888,-553,-1245,-517,753,1663,-711,553,-2288,1476,-246,-984,1358,-246,669,-1476,3278,-711,-354,-1663,415,1663,1476,-2141,1137,1600,-1663,669,-553,2214,-2519,-1998,74,591,-1929,1190,88,-482,-935,-797,935,-177,-669,-61,448,8
-1085,-1301,-1600,-1301,1190,-1034,1137,888,-482,-157,222,-22,-1301,797,-2069,1663,-1793,553,1301,797,-297,-1245,-271,1085,1137,-199,711,-2364,2141,-984,-1600,888,448,482,-1727,3278,-1137,-384,-1537,415,1301,1137,-1600,297,553,-1793,1417,88,2364,-2761,-984,354,711,-1600,1190,711,-517,-1417,-984,517,271,-629,-88,753,8
-1476,-1600,-1301,-482,138,-935,984,199,-120,-669,384,177,-1417,74,-1860,1417,-1663,669,1476,753,-591,-553,-553,1245,842,9,1245,-1860,1537,199,-1245,1537,-120,842,-1663,2679,-711,-49,-1600,482,1998,1663,-1929,591,2214,-1727,482,-711,2599,-1998,-2441,-2,384,-2441,1727,-888,-517,-591,-629,1034,935,-517,-49,-157,8
-1301,-935,-1793,-1034,-138,-1663,711,1137,325,-482,325,246,-1537,88,-2519,1358,-842,-354,797,984,-448,-1301,-246,448,448,222,984,-2599,1600,415,-1301,1727,-415,138,-1034,3278,-271,482,-1663,354,1085,1793,-2069,935,1358,-984,842,-1085,2519,-3278,-1929,591,753,-1793,1245,157,-120,-842,-246,591,517,-415,-177,-22,8
-2364,-1537,-1793,74,354,-1537,1085,553,935,-753,888,591,-1417,669,-1663,553,-1301,271,-61,-797,-1034,-1358,-629,3014,1085,-30,1358,-1537,553,482,-1929,669,325,222,177,1860,-1190,482,-797,591,1301,-49,-629,-88,669,-1600,157,-517,2679,-1600,-3460,1301,415,-1793,2288,-1727,-935,-1085,-629,88,177,-1358,448,448,8
-1358,-1417,-1417,-984,711,-1860,1476,1476,-935,177,354,-297,-1358,297,-2364,1998,-1245,49,1190,797,-246,-1537,-354,415,1727,-246,1190,-2069,1600,-935,-2069,1034,-222,984,-984,2844,-354,-325,-1860,482,1085,1301,-2364,753,935,-1537,1417,-138,2599,-2141,-1190,74,384,-1190,1034,753,-591,-1245,-246,797,-384,-482,-177,1085,8
-1301,-1476,-1085,-222,103,-1245,384,297,517,-157,-271,629,-1034,39,-935,1663,-1245,984,1929,-222,-842,-842,-448,1998,553,297,1417,-1929,1137,-591,-1600,1537,222,138,-1034,3278,-354,-246,-1301,753,2214,1860,-1998,415,2214,-1860,-325,-354,2288,-1085,-2928,448,-49,-1727,2141,-935,-629,120,-888,935,1301,-103,-120,-384,8
-1793,-1727,-1190,-297,1034,-448,1358,15,-297,-246,629,2,-1085,22,-1537,1793,-1727,591,1085,629,-384,-842,-1034,1663,1417,-325,1034,-1929,2069,-711,-1358,711,-74,935,-1929,3188,-1417,-49,-1537,482,1537,984,-1476,591,1600,-1998,325,-222,2364,-2441,-2288,103,935,-1600,1301,-517,-711,-842,-1085,669,482,-1085,-157,325,8
-1663,-1301,-1476,-1245,88,-1727,1476,984,-384,354,1537,-711,-103,-222,-2928,354,-1860,-482,-591,138,-1358,-384,-1860,1727,1860,384,325,-1245,1034,271,-2069,-297,39,177,384,1860,-1793,-415,-1190,-669,-103,669,-354,-354,-271,-482,1301,-984,3014,-2844,-2519,1417,1929,-1301,591,88,1301,-1034,-1358,222,-415,-1358,-415,482,8
-1034,-1190,-1358,-888,753,-1417,842,1034,-354,177,-222,157,-1301,415,-1663,1417,-1663,797,1998,415,-935,-1137,-120,1245,1245,-415,669,-2844,1301,-984,-1663,1085,297,354,-1663,3553,-629,-138,-1301,384,1727,1727,-2364,415,1417,-1929,1034,138,2599,-1929,-1034,103,246,-1301,1476,120,-384,-842,-1245,669,325,-448,-553,629,8
-753,-1245,-935,-1998,74,-1727,-325,797,-88,49,-49,325,-2679,157,-3460,1998,-448,-935,-88,842,753,553,-1358,-797,-591,2519,1137,-1190,2364,-1860,-888,1417,-629,-177,-1358,2214,1793,984,-1190,15,384,753,-2761,591,1245,199,1245,-1727,1417,-2069,-354,-138,935,-669,-246,1358,448,-669,271,325,74,271,591,1085,8
-1301,-1663,-1793,-711,517,-1417,1245,325,-271,-629,297,271,-1727,88,-1998,1793,-1417,669,1137,669,-753,-591,-888,1417,1358,-711,1190,-1600,1417,-517,-1727,1085,-325,711,-1417,2844,-1190,-222,-1417,553,1358,1929,-1600,222,1190,-1727,935,-553,2844,-2288,-1793,-271,1137,-1600,1085,-325,-984,-842,-842,1301,591,-1301,-49,103,8
